Gem Name,Download Count
"openssl-ccm",194410
"activerecord-mysql2-adapter",194327
"quantified",194294
"O_o",194267
"yaji",194189
"geordi",193957
"jquery-rails-cdn",193700
"paperclip-optimizer",193696
"abiquo-etk",193678
"wdm",193646
"proc_to_ast",193608
"ftpfxp",193555
"chef-handler-updated-resources",193443
"omniauth-vkontakte",193388
"riemann-tools",193378
"prawn-templates",193131
"rghost",193128
"requirejs-rails",192836
"compass_twitter_bootstrap",192743
"lunchy",192724
"mailchimp",192507
"xamarin-test-cloud",192444
"chef-ruby-lvm",192424
"morpher",192356
"scruffy",192221
"mqtt",192178
"firewatir",191986
"adobe_connect",191911
"paypal-express",191906
"jekyll-relative-links",191679
"autotest-standalone",191565
"EICAR",191545
"flying-sphinx",191430
"griddler-sendgrid",191366
"coderunner",191157
"ncursesw",191023
"sinatra-support",190841
"devise-bootstrap-views",190618
"anvil-cli",190574
"papertrail",190452
"log_switch",190418
"re2",190418
"seed_migration",190350
"xdan-datetimepicker-rails",190189
"bootstrap-slider-rails",190071
"eyes_selenium",190030
"concurrent-ruby-edge",190002
"schema_plus_columns",189984
"jekyll-theme-primer",189783
"migration_data",189778
"htmldiff",189755
"dynflow",189680
"iobuffer",189650
"grape-kaminari",189589
"filepicker-rails",189531
"middleman-pagination",189278
"redcar",189277
"nested_form_fields",188812
"sass-css-importer",188798
"color-tools",188649
"compass-blueprint",188630
"immutable-struct",188448
"net-ftp-list",188434
"omniauth-google-apps",188426
"refile",188345
"gsl",188203
"tilt-jbuilder",188093
"ripl-multi_line",188040
"jaro_winkler",188027
"jekyll-titles-from-headings",187421
"postageapp",187384
"custom_configuration",187377
"remarkable_activerecord",187301
"unirest",187196
"canvas_statsd",187118
"capistrano-newrelic",186751
"gemfury",186706
"ar-extensions",186516
"vagrant-triggers",186457
"ruby_vcloud_sdk",186398
"lz4-ruby",186269
"wwtd",186253
"redactor-rails",186127
"peek-pg",186125
"nofxx-subtitle_it",185937
"capistrano-faster-assets",185935
"logstash-input-dead_letter_queue",185739
"rails_email_preview",185711
"awesome_spawn",185709
"rye",185485
"hamlit-rails",185468
"meterpreter_bins",185454
"contour",185397
"wkhtmltopdf",185386
"pandoc-ruby",185297
"sendgrid-rails",185264
"fnv",185253
"PriorityQueue",185243
"zinbei",185087
"perf_check",184970
"dwc-archive",184966
"dm-rails",184819
"graticule",184645
"ruby-box",184591
"polyrex",184524
"extendmatrix",184456
"minitest-test",184389
"rex-text",184357
"active_presenter",184213
"doc_raptor",184182
"net-http-spy",184172
"sinatra-param",184120
"poppler",184081
"storable",184053
"rspec-fire",183736
"geoip_city",183620
"gitlab-turbolinks-classic",183523
"hydra",183394
"silencer",183370
"peek-sidekiq",183314
"capistrano3-delayed-job",183166
"cowsay",183022
"gritter",182953
"gdata_19",182906
"metasploit_payloads-mettle",182828
"authorize-net",182761
"string-direction",182661
"resque-rollbar",182482
"capones_recipes",182284
"rb-readline-r7",182275
"schema_plus_foreign_keys",182008
"validates_existence",181974
"gcal4ruby",181498
"opal",181395
"pry-auditlog",181336
"activerecord-mysql2spatial-adapter",181289
"mms2r",181283
"4info",181234
"auto_test",181210
"rspec-system-puppet",181037
"flvtool2",180576
"rspec-nc",180532
"jekyll-readme-index",180464
"datejs-rails",180435
"mailfactory",180364
"net-http2",180300
"ruby-mp3info",180285
"rvm1-capistrano3",180265
"sensu-plugins-logs",180221
"aptible-api",179975
"virtualbox",179970
"appium_console",179896
"vcard",179833
"pronto-rails_best_practices",179668
"grape-active_model_serializers",179573
"Text",179552
"minimization",179442
"rspec-prof",179386
"holiday_jp",179190
"route53",179180
"jekyll-theme-cayman",179119
"percy-client",179061
"georuby",179027
"temping",178999
"aroi",178970
"itamae",178966
"io-extra",178943
"oauth2-client",178941
"phraseapp-ruby",178856
"activerecord-mysql-unsigned",178486
"postgres",178450
"more_core_extensions",178352
"html2slim",178176
"websocket-client-simple",178142
"active_paypal_adaptive_payment",178128
"ruby-terminfo",178090
"base62",177995
"cacheable_flash",177970
"jekyll-optional-front-matter",177752
"restclient_with_cert",177636
"dm-ar-finders",177632
"certifi",177497
"faraday_middleware-parse_oj",177277
"fedux_org-stdlib",177259
"logstash-filter-translate",176987
"unscoped_associations",176940
"rex-exploitation",176809
"active_cmis",176806
"jekyll-theme-minimal",176763
"linkscape",176539
"ap",176445
"jekyll-theme-leap-day",176443
"i18nliner",176401
"jekyll-theme-architect",176302
"jekyll-theme-hacker",176300
"jekyll-theme-midnight",176261
"jekyll-theme-slate",176230
"acts-as-joinable",176184
"peddler",176144
"state_of_the_nation",176135
"compact_index",176121
"chef-provisioning",176071
"shindo",176025
"facebooker",175935
"chef-handler-sns",175900
"jekyll-theme-merlot",175851
"jekyll-theme-tactile",175849
"jekyll-theme-dinky",175841
"utf8_utils",175829
"carrierwave-imageoptimizer",175787
"jekyll-theme-time-machine",175749
"test-queue",175747
"sniff",175740
"jekyll-theme-modernist",175733
"le1t0-deprec",175491
"textutils",175383
"riana",175369
"ibm_db",175194
"xmlcanonicalizer",175055
"enju_circulation",174880
"just-datetime-picker",174831
"resque-history",174788
"ovirt",174757
"algebrick",174726
"power_enum",174645
"armor",174635
"azure_mgmt_traffic_manager",174611
"dlegr250_material_design",174572
"flash_cookie_session",174568
"azure_mgmt_sql",174504
"merb-assets",174379
"attached",174271
"confetti",174218
"acts_as_reportable",174158
"iron_worker",174075
"rumoji",173999
"jekyll-default-layout",173900
"statemachine",173811
"rex-powershell",173741
"socialcast-git-extensions",173733
"wrong",173582
"flapjack",173517
"omniauth-google",173500
"ruby-dbus",173379
"sparql",173338
"ruby-atmos-pure",173242
"elasticity",173206
"authpwn_rails",173171
"capybara-slow_finder_errors",173057
"azure_mgmt_dns",172983
"fastlane-plugin-versioning",172868
"acts_as_assets",172866
"compass-aurora",172751
"fancy-buttons",172734
"simplecov-cobertura",172720
"qunit-rails",172718
"opsmgr",172523
"webpack-assets",172520
"har",172509
"vhd",172500
"pager",172479
"flydata",172444
"tender_hash",172425
"sensu-plugins-vmstats",172330
"dirty-memoize",172295
"ymdp",171959
"markaby",171939
"magnific-popup-rails",171901
"minitest-matchers",171812
"active_admin_editor",171809
"vagrant-libvirt",171722
"middleman-gh-pages",171623
"runit-man",171528
"thor-scmversion",171367
"apipie-params",171324
"logstash-filter-multiline",171228
"action_args",171219
"spree_auth",171204
"meta_where",171097
"curb-fu",171069
"bosh_agent",170980
"ts-delayed-delta",170866
"htmlbeautifier",170776
"rdf-microdata",170727
"libshadow",170581
"foundation",170555
"mmap2",170484
"azure_mgmt_key_vault",170451
"rdf-aggregate-repo",170445
"jschematic",170428
"stylus-source",170416
"foundation_emails",170244
"errplane",170242
"lorekeeper",170223
"konacha-chai-matchers",170202
"geoip-c",170126
"ruco",170110
"summernote-rails",170078
"panda",170028
"irbtools",169965
"systemd-journal",169864
"acts_as_fu",169792
"ruby-growl",169717
"relish",169628
"rbt",169606
"vagrant-proxyconf",169599
"websocket-rails",169311
"devise-i18n-views",169174
"puppet-lint-file_source_rights-check",169095
"fdoc",169038
"trailblazer",168997
"sys-admin",168930
"shopify_app",168920
"schema_auto_foreign_keys",168854
"active_model-better_errors",168823
"vero",168790
"cobweb",168752
"ProMotion",168730
"attachinary",168709
"ocra",168615
"seamless_database_pool",168400
"jquery-timepicker-rails",168370
"after_transaction_commit",168290
"graphite-api",168277
"postgres-copy",168237
"jist",168181
"sensu-plugins-sensu",168092
"fluent-plugin-concat",168041
"nestegg",168031
"promise",167999
"mongoid_orderable",167990
"smartling",167900
"noodall-ui",167865
"wkhtmltoimage-binary",167864
"linkeddata",167799
"emblem-source",167694
"html_page",167621
"rails_4_session_flash_backport",167591
"rails4-autocomplete",167585
"simple_worker",167572
"pry-docmore",167419
"ember-cli-rails-assets",167253
"rexical",167233
"static_model",167199
"devise-guests",167098
"knjrbfw",167064
"beautiful_url",166984
"soap4r-middleware",166721
"calabash-common",166687
"sjekksum",166651
"unobtainium-multiwait",166518
"google-cloud-pubsub",166494
"webshims-rails",166349
"rconf",166084
"texplay",166023
"html5shiv-rails",165951
"rservicebus",165859
"activerecord-typedstore",165848
"text-format",165808
"meta_programming",165581
"splunk-client",165499
"rdf-json",165455
"soapforce",165396
"retryable-rb",165319
"plupload-rails",165290
"uber-s3",165288
"rack-p3p",165109
"sensu-extensions",164941
"socialization",164918
"puppet-lint-alias-check",164715
"sensu-extension",164420
"yardstick",164400
"stackable_flash",164392
"warden-github",164337
"ryodo",164206
"mongrel_cluster",164139
"google-cloud-env",164123
"wait",164090
"fingerprintless",164025
"icu_tournament",163984
"effective_datatables",163946
"spring-commands-testunit",163550
"jquery-ui-sass-rails",163550
"xcov",163523
"rex-registry",163449
"configparser",163395
"kdtree",163385
"tty-prompt",163385
"compass-validator",163319
"compass-susy-plugin",163028
"rex-java",162955
"jsonify",162940
"values",162871
"databasedotcom-rails",162774
"cloudflare",162654
"globby",162458
"foreman-tasks",162425
"heroku_rails_deflate",162360
"tty-cursor",162359
"guard-migrate",162289
"ruby-mcrypt",162207
"omniauth-campus",162179
"ie_iframe_cookies",162053
"onering-report-plugins",162030
"bigquery",161980
"google-cloud-bigquery",161980
"mutter",161930
"canvas_webex",161899
"refills",161861
"declarative-builder",161632
"maven-tools",161556
"nom-xml",161522
"sinatra_more",161393
"mongoid-audit_log",161349
"mongoid-simple-tags",161236
"bioroebe",161193
"currency",161162
"premailer-rails3",161112
"muck-raker",161089
"peek-host",160977
"resque-job-stats",160907
"action_mailer_cache_delivery",160817
"acme-client",160806
"contacts",160726
"sqsrun",160669
"binary_struct",160653
"dust-deploy",160617
"schema_plus_default_expr",160602
"testlab",160535
"titleize",160494
"schema_plus_enums",160408
"utils",160318
"unread",160296
"winrm-elevated",160280
"rdf-trig",160276
"af",160254
"sensu-settings",160218
"ritex",160208
"fake_braintree",160117
"sensu-plugins-nginx",159963
"puppet-strings",159857
"google-cloud-logging",159812
"memoizer",159663
"yard-appendix",159620
"faraday-detailed_logger",159614
"admin_data",159548
"merb-helpers",159343
"exvo-auth",159202
"gem-open",159159
"rbbt-rest",159157
"numbers_in_words",159112
"kitchen-openstack",158856
"fuubar-cucumber",158844
"runcible",158738
"obscenity",158658
"typus",158637
"predictor",158455
"php-serialize",158381
"gravatar-ultimate",158316
"kaminari-i18n",158314
"mongo_ext",158274
"rexec",158184
"no_proxy_fix",158155
"aptible-auth",158120
"plek",158071
"rack-flash",158020
"apiaryio",157950
"omniauth-mailchimp",157936
"array_stats",157890
"blockscore",157851
"av",157795
"fullstack-cms",157781
"rubocop-junit-formatter",157750
"unimidi",157736
"ghost",157733
"cocoapods-try-release-fix",157715
"bootbox-rails",157678
"schema_plus_db_default",157560
"browsercms",157474
"transproc",157247
"gravatarify",157247
"sensu-plugins-consul",157227
"autostacker24",157222
"rprogram",157186
"sequel-rails",157082
"minitest-around",157031
"brightcove-api",156993
"color-schemer",156913
"dbd-odbc",156863
"dm-devise",156794
"windows_error",156744
"sane",156592
"rubydoctest",156509
"spin",156328
"capybara-select2",156268
"loggability",156249
"credit_card_validations",156163
"verdict",156162
"bio",156137
"ruby-sox",156124
"down",156123
"bookyt_salary",156076
"block_helpers",155989
"slyphon-zookeeper_jar",155928
"merb-haml",155908
"event-bus",155855
"selenium",155838
"zendesk_remote_auth",155819
"volt",155803
"formulaic",155677
"rsence-pre",155424
"browsernizer",155350
"s3cp",155328
"activewarehouse-etl",155213
"rack-active_record_status",155156
"awesome_nested_fields",155044
"show_for",155006
"openid-redis-store",154926
"haml_assets",154912
"sinatra-r18n",154903
"diamond_shell",154896
"tax_cloud",154877
"newrelic_api",154693
"activerecord-refresh_connection",154691
"scribe",154661
"mini_backtrace",154577
"active_record_host_pool",154458
"chef_handler_foreman",154457
"log_buddy",154426
"tinymce-rails-langs",154416
"scope",154372
"emoji",154278
"droid",154271
"patch_finder",154260
"raspell",154224
"accounts_client",154211
"rex-struct2",153953
"daddy",153939
"inky-rb",153882
"private_attr",153880
"paypal-sdk-adaptivepayments",153860
"fluent-plugin-buffer-lightening",153643
"reel",153640
"vimeo",153568
"rack-perftools_profiler",153564
"acts_as_textcaptcha",153397
"solano",153159
"free_disk_space",153065
"merb-param-protection",152895
"droplet_kit",152797
"net-ntp",152602
"rturk",152598
"pickadate-rails",152093
"mailjet",152033
"image_science",151991
"google-cloud-translate",151939
"voight_kampff",151850
"apartment-sidekiq",151831
"netsuite",151799
"dynamoid",151667
"schema_plus_tables",151531
"subtitle_it",151530
"slyphon-log4j",151526
"sensu-plugins-uptime-checks",151522
"resque-meta",151508
"sysinfo",151502
"deprec",151464
"delayed-plugins-airbrake",151454
"percy-capybara",151398
"yard-sinatra",151392
"remote_table",151381
"spork-testunit",151307
"knockoutjs-rails",151254
"stackdriver-core",151224
"state_machine-audit_trail",151166
"mandy",151141
"rex-core",150931
"autotest-rails-pure",150885
"cloudsponge",150852
"aslakhellesoy-cucumber",150816
"global_settings",150777
"surus",150514
"rdf-trix",150369
"es5-shim-rails",150295
"i18n-inflector",150286
"taskjuggler",150207
"warlley-subtitle_it",150073
"breakout_parser",149854
"mumboe-soap4r",149833
"waterfall_bourbon_neat_rails",149793
"markdown-rails",149689
"pushmeup",149590
"sessionm-cassandra_object",149525
"apotomo",149474
"roda",149459
"gdata4ruby",149298
"acceptance_test",149127
"modis",148948
"roebe",148873
"dango",148514
"evergreen",148454
"semver2",148430
"attr_encryptor",148424
"ironfan",148339
"ruby-ntlm",148292
"devise_saml_authenticatable",148272
"tbpgr_utils",148267
"rjack-jackson",148200
"zonebie",148126
"silent-postgres",148016
"acts_as_xlsx",147983
"credit_card_validator",147849
"daemon-kit",147803
"govuk_frontend_toolkit",147784
"brI18n",147697
"kapnismology",147676
"honeypot-captcha",147584
"neatjson",147426
"hstore_accessor",147354
"gmetric",147138
"cuba",147121
"fluent_command_builder",147087
"saml_idp",146987
"faye-redis",146905
"capper",146804
"jazz_hands",146738
"strong_migrations",146714
"hbase_thrift_ruby",146679
"jml_thrift",146663
"rpush-redis",146564
"danger-todoist",146509
"bert",146428
"markerb",146381
"librarian-puppet-simple",146378
"active_assets",146367
"lumber",146266
"git-up",145974
"gds-sso",145919
"zip-codes",145871
"hamburgerstore",145850
"azure-armrest",145829
"rabl-rails",145789
"tiny_mce",145787
"randumb",145731
"unindent",145720
"oddb2xml",145663
"activerecord-redshift-adapter",145559
"marco-polo",145557
"gitlab-gollum-lib",145443
"minitest-spec-context",145423
"ramaze",145259
"serialport",145240
"fixy",145235
"store_base_sti_class",145223
"resque-metrics",145170
"paperclip-av-transcoder",145083
"ratom",144984
"fluent-plugin-multi-format-parser",144860
"rspec-rails-mocha",144803
"animation",144795
"jquery-placeholder-rails",144772
"activerecord-reputation-system",144752
"videojs_rails",144575
"property_sets",144544
"govuk_content_models",144521
"sensible-cinema",144521
"envyable",144519
"title",144512
"mrkt",144507
"webdriver-firefox",144496
"knife-spork",144458
"newrelic-faraday",144403
"refile-mini_magick",144402
"capistrano-platform-resources",144344
"magic_lamp",144225
"watir-rails",144189
"acts_as_singleton",144104
"crocodoc-ruby",144024
"sinatra-content-for2",144023
"jquery-ui-themes",143931
"thinreports",143897
"env_pull_request",143852
"apipie-bindings",143766
"faker-japanese",143331
"state_machines-mongoid",143277
"reretryable",143275
"gitaly-proto",143265
"scout_rails",143247
"google_plus",143220
"rightsignature",143190
"golf",143161
"navigasmic",143102
"jquery_pwstrength_bootstrap",143045
"activerdf",142762
"encryptor2",142726
"omniauth-foursquare",142637
"command_line_reporter",142624
"acts_as_cleo",142612
"natural_number_string",142543
"cranky",142504
"apollo-crawler",142479
"Indirizzo",142426
"merb",142358
"devise-authy",142231
"veewee",142136
"crypt-isaac",142002
"sassy-strings",141943
"capistrano-deploytags",141909
